Banker Team,Banker Name,IC Name,Position As of Date,Relationship ID,EG Number,PP Code,Base Number,Portfolio Number,Financial Instrument Id,ISIN,Ticker,Security Name,Print Report Class Name,Asset Sub Class Name,Asset Sub Sub Class Name,Nominal Currency Code,Units,Amount in CCY,Amount in USD,Average Unit Cost,Current Price,Last Movement Date,Book Date,Maturity Date,PE/RE Commitment Amount:,PE/RE Contribution Amount:,PE/RE Capital Contribution Fund Expenses (Outside Commitment) ,PE/RE Distribution Amount:,PE/RE Outstanding Commitment Amount:,PE/RE Recallable Distributions:,Loan / Cash Rate to client,Cost of Fund,Spread,Tenor,Contract Ref Number,Contracted FX Rate,Pay Currency Code,Pay Amount,Pay Amount(USD),Receive Currency Code,Receive Amount,Receive Amount(USD),Tranch Code,Position Web Description,Security Name Line 1
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,3.42E+11,HK2388011192,2388 HK Equity,BOC Hong Kong Holdings Ltd (2388 HK),EQUITIES,Common Stocks,Common Stock,HKD,"55,000.00","1,243,000.00","160,377.79",32.5784,22.6,3/16/2019,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388 HK)
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,4.68E+11,US46428Q1094,SLV UP Equity,ISHARES SILVER TRUST FUND ETF,EQUITIES,Mutual Funds,Equity mutual fund,USD,"2,450.00","57,158.50","57,158.50",21.4567,23.33,7/27/2020,,,,,,,,,,,,,,,,,0,,,0,,ISHARES SILVER F Ticker/ISIN : SLV/US46428Q1094,ISHARES SILVER TRUST FUND ETF
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,5.43E+11,US78463V1070,GLD UP Equity,SPDR GOLD TRUST ETF,EQUITIES,Mutual Funds,Equity mutual fund,USD,565,"101,666.10","101,666.10",180.0155,179.94,7/27/2020,,,,,,,,,,,,,,,,,0,,,0,,SPDR GOLD TRUST Ticker/ISIN : GLD/US78463V1070,SPDR GOLD TRUST ETF
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,A0199,,,AR China Incubator Feeder Fund (Cayman)  Ltd Cl A,ALTERNATIVE INVESTMENTS,Real Estate,RE-Funds,USD,,"6,115.25","6,115.25",,,,24-Aug-07,31-Dec-99,"250,000.00","241,490.00",0,"250,403.72","8,510.00",0,,,,362450,,,,,0,,,0,,AR China Incubator Feeder Fund (Cayman)  Ltd Cl A,AR China Incubator Feeder Fund (Cayman)
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,C0010,KYG2154B1086,CVE2KF00PU,Venture 2000 Ltd,ALTERNATIVE INVESTMENTS,Private Equity,PE-Vent Cap,USD,,"19,486.80","19,486.80",,,,23-Jun-00,31-Dec-99,"300,000.00","300,000.00",0,"244,271.54",0,0,,,,36350,,,,,0,,,0,,Venture 2000 Ltd ISIN KYG2154B1086,Venture 2000 Ltd
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,C0072,BSP2763D1234,PREQUFA0PU,StepStone Private Equity Ltd  Cl A (US),ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,USD,,"2,781.56","2,781.56",,,,29-Jun-98,31-Dec-17,"300,000.00","300,000.00",0,"435,504.26",0,0,,,,7125,,,,,0,,,0,,StepStone Private Equity Ltd Cl A (US) ISIN BSP2763D1234,StepStone Private Equity Ltd
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,C0073,BSP2763D1077,PREQUFB0PU,StepStone Private Equity Ltd  Cl B (Europe),ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,USD,,"1,963.91","1,963.91",,,,29-Jun-98,31-Dec-17,"400,000.00","400,000.00",0,"777,070.01",0,0,,,,7125,,,,,0,,,0,,StepStone Private Equity Ltd Cl B (Europe) ISIN BSP2763D1077,StepStone Private Equity Ltd
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,C0074,BSP2763D1150,PREQUFC0PU,StepStone Private Equity Ltd  Cl C (EM),ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,USD,,"4,611.16","4,611.16",,,,29-Jun-98,31-Dec-17,"200,000.00","200,000.00",0,"241,704.41",0,0,,,,7125,,,,,0,,,0,,StepStone Private Equity Ltd Cl C (EM) ISIN BSP2763D1150,StepStone Private Equity Ltd
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,C0289,US1339970071,,TRG Growth Partnership  (Cayman Offshore) II LP Cl A,ALTERNATIVE INVESTMENTS,Private Equity,PE-Lev Buyout,USD,,"39,507.90","39,507.90",,,,23-Mar-07,1-Jan-18,"300,000.00","299,356.11","11,284.87","301,573.33","4,464.80","3,820.91",,,,3937,,,,,0,,,0,,TRG Growth Partnership (Cayman Offshore) II LP Cl A ISIN US1339970071,TRG Growth Partnership
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,C0722,KYG741672250,CIMCHEF KY,CHINA HONG KONG EQ OPPORTUNITIES FOUNDER UNIT USD A-NT,EQUITIES,Mutual Funds,Equity mutual fund,USD,"25,696.37","327,294.69","327,294.69",9.728999,12.737,,27-Mar-20,,,,,,,,,,,,,,,,0,,,0,,Red Arc Global Invest. (Cayman) Trust China HK Eqty Founder Cl A Unit USD NT ISIN KYG741672250,Red Arc Global Invest. (Cayman) Trust
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,DH766,,,DGP Ownership Offshore Feeder Fund LP Level Bn-NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Other,USD,,"236,749.84","236,749.84",,,,28-Sep-16,,"500,000.00","290,361.61","32,259.41","188,997.79","314,857.99","105,219.60",,,,,,,,,0,,,0,,"DGP Ownership Offshore Feeder Fund, L.P. Level B Bn NT","DGP Ownership Offshore Feeder Fund, L.P."
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,EH704,KY8519955974,,ER HEDGEFORUM VISIUM LTD CLASS BAL NT - TD300616,ALTERNATIVE INVESTMENTS,Hedge Funds,HF-Other,USD,,1,1,,,,16-Aug-16,,,,0,0,,0,,,,,,,,,0,,,0,,ER HEDGEFORUM VISIUM LTD CLASS BAL NT - TD300616 ISIN KY8519955974,ER HEDGEFORUM VISIUM LTD CLASS BAL NT - TD300616
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,HH675,,HFDIVERSIF_A_01,HF DIVERSIFIER (SICAV-SIF) A -NT,ALTERNATIVE INVESTMENTS,Hedge Funds,HF-Other,USD,505.55,"504,279.51","504,279.51",1008.8103,997.4948,,7-Jun-16,,,,0,0,,0,,,,,,,,,0,,,0,,HF Diversifiers (SICAV-SIF) Class An NT,HF Diversifiers (SICAV-SIF)
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,HI002,,HH2FFANU0000,HH PRE-IPO OFFSHORE FEEDER FUND II CLASS AN LP-NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Other,USD,,"209,329.98","209,329.98",,,,28-Apr-17,,"250,000.00","244,065.38","4,336.20","89,084.25","5,934.62",0,,,,,,,,,0,,,0,,"HH Pre-IPO Offshore Feeder Fund II, L.P. Series A An NT","HH Pre-IPO Offshore Feeder Fund II, L.P."
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,HJ185,,HH3FFANU0000,HH PRE-IPO OFFSHORE FEEDER FUND III LP SUB-CLASS AN USD-NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Vent Cap,USD,,"27,569.55","27,569.55",,,,21-May-20,,"250,000.00","27,569.55","2,527.30",0,"222,430.45",0,,,,,,,,,0,,,0,,"HH Pre-IPO Offshore Feeder Fund III, LP Series AN  NT","HH Pre-IPO Offshore Feeder Fund III, LP"
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,L0246,IE00BK6S5T15,LMDCAUD ID,LEGG MASON DIV GLB CR FX MATURITY BD 2023 A USD D-C-NT,FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - MUTUAL FND,USD,"2,500.00","250,250.00","250,250.00",100.5,100.1,,25-Aug-09,,,,,,,,,,,,,,,,0,,,0,,LMSON USD D-C-NT ISIN IE00BK6S5T15,LEGG MASON DIV GLB CR FX MATURITY BD 2023 A USD D-C-NT
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,NI836,,KKRFFANU0002,NGT II OFFSHORE FEEDER FUND LP SUB-CLASS AN USD-NT,ALTERNATIVE INVESTMENTS,Private Equity,PRIVATE EQUITY ALTERNATIVE,USD,,"33,037.40","33,037.40",,,,21-Jun-19,,"250,000.00","33,279.15","3,268.53",0,"216,720.85",0,,,,,,,,,0,,,0,,NGT II OFFSHORE FEEDER FUND LP SUB-CLASS AN USD-NT,NGT II OFFSHORE FEEDER FUND LP SUB-CLASS AN USD-NT
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,OH830,,,EUROPEAN SPECIAL SITUATIONS OFFSHORE FEEDER FUND LP-AN-NT,ALTERNATIVE INVESTMENTS,Private Equity,DISTRESSED,EUR,,"187,113.80","220,045.72",,,,31-Oct-16,,"200,000.00","194,500.00","6,577.08","42,865.00","43,450.00","37,950.00",,,,,,,,,0,,,0,,European Special Situations Offshore Feeder Fund LP Level An NT,European Special Situations Offshore
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,P0459,IE00B91X6F72,PINMUAI ID,PIMCO GIS INCOME FUND ADMINISTRATIVE INCOME CASH - NT,FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - MUTUAL FND,USD,"40,114.53","448,881.60","448,881.60",11.030899,11.19,,30-Oct-14,,,,,,,,,,,,,,,,0,,,0,,PIMCO GIS Incm Admin USD Dist Cash NT ISIN IE00B91X6F72,PIMCO GIS Income
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,P0734,IE00B433M743,POLGTRU ID,POLAR CAPITAL FD-GLB TECH FD CL R USD DIS-CASH-NT,EQUITIES,Mutual Funds,Equity mutual fund,USD,"5,196.43","362,814.39","362,814.39",48.591098,69.82,,23-Apr-08,,,,,,,,,,,,,,,,0,,,0,,Polar Capital Funds-Global Technology Fd Class R USD Dis Cash NT ISIN IE00B433M743,Polar Capital Funds-Global Technology Fd
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,PJ062,,COFFFANU0000,COF III OFFSHORE FEEDER FUND LTD SUB-CLASS AN USD-NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,USD,,"18,750.00","18,750.00",,,,21-Feb-20,,"250,000.00","18,750.00","1,302.60",0,"231,250.00",0,,,,,,,,,0,,,0,,"PIMCO Corporate Opportunities Fund III, Offshore Feeder Fund LTD Cl AN USD NT","PIMCO Corporate Opportunities Fund III,"
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,S0522,LU1991170686,SMBIAUI LX,SCHRODER SSF FIXED MATURITY I A USD DIS-CASH-NT,FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - MUTUAL FND,USD,"2,500.00","211,287.75","211,287.75",100.75,84.5151,,16-Nov-02,,,,,,,,,,,,,,,,0,,,0,,SSSF Fix Mat Bd 2023 Cl A Acc USD ISIN LU1991170686,Schroder SSF Fixed Maturity Bond
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,CAPITAL MARKETS,Market Linked Instrument,Market Linked Instrument,USD,"300,000.00","304,592.10","304,592.10",100,101.5307,,15-Jun-20,15-Oct-20,,,,,,,,,,122,7621736013SIMX900284,,,,0,,,0,M0120060116,Market Linked Instrument 4 MTH  USD BX UN+DIS UN MLI Value  15JUN20  MAT 15OCT20 Ref 7621736013SIMX900284,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,CAPITAL MARKETS,Market Linked Instrument,Market Linked Instrument,USD,"250,000.00","253,186.50","253,186.50",100,101.2746,,19-Jun-20,19-Oct-20,,,,,,,,,,122,7621736013SIMX900285,,,,0,,,0,M0120060534,Market Linked Instrument 4 MTH  USD GS UN+MS UN MLI Value  19JUN20  MAT 19OCT20 Ref 7621736013SIMX900285,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,CAPITAL MARKETS,Market Linked Instrument,Market Linked Instrument,USD,"250,000.00","244,101.50","244,101.50",100,97.6406,,10-Jul-20,13-Oct-20,,,,,,,,,,95,7621736013SIMX900286,,,,0,,,0,M0120062612,Market Linked Instrument 3 MTH  USD 9988 HK+241 HK MLI Value  10JUL20  MAT 13OCT20 Ref 7621736013SIMX900286,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,CAPITAL MARKETS,Market Linked Instrument,Market Linked Instrument,USD,"250,000.00","251,969.25","251,969.25",100,100.7877,,14-Jul-20,16-Nov-20,,,,,,,,,,125,7621736013SIMX900287,,,,0,,,0,M0120063015,Market Linked Instrument 4 MTH  USD GOOGL UW+MSFT UW MLI Value  14JUL20  MAT 16NOV20 Ref 7621736013SIMX900287,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,AUD,"127,228.60","127,228.60","90,733.06",,,,15-Jul-03,,,,,,,,0,,0,,,,,,0,,,0,,Call Deposit (IB) AUD 0/621736/353,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,CAD,"356,374.97","356,374.97","267,830.11",,,,30-Dec-92,,,,,,,,0.01,,0.01,,,,,,0,,,0,,Call Deposit (IB) CAD 0/621736/043,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,CHF,0,0,0,,,,16-Sep-02,,,,,,,,0,,0,,,,,,0,,,0,,Call Deposit (IB) CHF 0/621736/337,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,EUR,"7,302.54","7,302.54","8,587.78",,,,19-Dec-98,,,,,,,,0,,0,,,,,,0,,,0,,Call Deposit (IB) EUR 0/621736/191,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,HKD,"1,454,878.54","1,454,878.54","187,715.37",,,,30-Dec-92,,,,,,,,0.01,,0.01,,,,,,0,,,0,,Call Deposit (IB) HKD 0/621736/019,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,JPY,0,0,0,,,,18-Sep-02,,,,,,,,0,,0,,,,,,0,,,0,,Call Deposit (IB) JPY 0/621736/345,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,USD,"321,841.64","321,841.64","321,841.64",,,,30-Dec-92,,,,,,,,0.01,,0.01,,,,,,0,,,0,,Call Deposit (IB) USD 0/621736/035,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Investment Cash & Short Term Investments,Checking Account,Checking,CHF,0,0,0,,,,13-May-97,,,,,,,,0,,0,,,,,,0,,,0,,Checking Account CHF 0/621736/132,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Investment Cash & Short Term Investments,Checking Account,Checking,JPY,414,414,3.88,,,,4-Mar-97,,,,,,,,0,,0,,,,,,0,,,0,,Checking Account JPY 0/621736/124,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Loans,Margin Loan,Margin Credit Demand Loan,EUR,"10,567.94","10,567.94","12,427.89",,,,20-Jul-20,18-Aug-20,,,,,,,1.9,0.15,1.75,29,2000631756,,,,0,,,0,,Loan Account-00002000631756,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Loans,Margin Loan,Margin Credit Demand Loan,EUR,"9,900.88","9,900.88","11,643.43",,,,31-Jul-20,31-Aug-20,,,,,,,1.9,0.15,1.75,31,2000584823,,,,0,,,0,,Loan Account-00002000584823,
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12-Aug-20,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,,,,,Loans,Margin Loan,Margin Credit Demand Loan,EUR,"25,304.95","25,304.95","29,758.61",,,,7-Aug-20,7-Sep-20,,,,,,,1.9,0.15,1.75,31,2000608021,,,,0,,,0,,Loan Account-00002000608021,
