Banker Team,Banker Name,IC Name,Position As of Date,Relationship ID,EG Number,PP Code,Base Number,Portfolio Number,Financial Instrument Id,ISIN,Ticker,Security Name,Print Report Class Name,Asset Sub Class Name,Asset Sub Sub Class Name,Nominal Currency Code,Units,Amount in CCY,Amount in USD,Average Unit Cost,Current Price,Last Movement Date,Book Date,Maturity Date,PE/RE Commitment Amount:,PE/RE Contribution Amount:,PE/RE Capital Contribution Fund Expenses (Outside Commitment) ,PE/RE Distribution Amount:,PE/RE Outstanding Commitment Amount:,PE/RE Recallable Distributions:,Loan / Cash Rate to client,Cost of Fund,Spread,Tenor,Contract Ref Number,Contracted FX Rate,Pay Currency Code,Pay Amount,Pay Amount(USD),Receive Currency Code,Receive Amount,Receive Amount(USD),Tranch Code,Position Web Description,Security Name Line 1
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,8.16E+11,XS1317967492,,5% HUARONG FINANCE II DUE 191125,FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"2,000,000.00","2,267,620.00","2,267,620.00",110.8,113.381,2/17/2020,,19-Nov-25,,,,,,,5,,5,,,,,,0,,,0,,5% HUARONG 1125 MAT 19NOV25 5% Pay Freq SEMI-ANNUAL S&P BBB+ Moodys Baa1 ISIN XS1317967492,5% HUARONG FINANCE II DUE 191125
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,8.61E+11,XS1542019630,,CLN SOCIETE GENERALE 5YR USD REFERENCING SWIRE PACIFIC LTD DUE 271221,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Credit Linked Notes,USD,"1,000,000.00","993,000.00","993,000.00",100,99.3,2/16/2017,,27-Dec-21,,,,,,,2.00638,,2.00638,,,,,,0,,,0,,CLN SOCIETE GENERALE 5YR USD REFERENCING SWIRE PACIFIC LTD DUE 271221 ISIN XS1542019630,CLN SOCIETE GENERALE 5YR USD REFERENCING SWIRE PACIFIC LTD DUE 271221
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,8.61E+11,XS1542012973,,CLN SOCIETE GENERALE 5YR USD REFERENCING SUN HUNG KAI PROP LTD DUE 271221,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Credit Linked Notes,USD,"1,000,000.00","994,200.00","994,200.00",100,99.42,2/16/2017,,27-Dec-21,,,,,,,1.98638,,1.98638,,,,,,0,,,0,,CLN SOCIETE GENERALE 5YR USD REFERENCING SUN HUNG KAI PROP LTD DUE 271221 ISIN XS1542012973,CLN SOCIETE GENERALE 5YR USD REFERENCING SUN HUNG KAI PROP LTD DUE 271221
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,8.64E+11,XS1517977093,,5% PAKUWON PRIMA DUE 140224,FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"240,000.00","240,220.80","240,220.80",95.7,100.092,6/22/2018,,14-Feb-24,,,,,,,5,,5,,,,,,0,,,0,,5% PAKUWON 0224 MAT 14FEB24 5% Pay Freq SEMI-ANNUAL Call 14FEB21 @ 102.5 S&P BB Moodys Ba2 ISIN XS1517977093,5% PAKUWON PRIMA DUE 140224
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,8.69E+11,AU3FN0035523,,GOLDMAN SACHS GROUP INC FRN DUE 020524,FIXED INCOME,Floating Rate Notes,Floating Rate Notes,AUD,"2,400,000.00","2,423,592.00","1,728,384.31",100.2,100.983,10/10/2019,,2-May-24,,,,,,,1.64931,,1.64931,,,,,,0,,,0,,GOLDMAN FRN 0524 MAT 02MAY24 1.64931% Pay Freq QUARTERLY S&P BBB+ Moodys A3 ISIN AU3FN0035523,GOLDMAN SACHS GROUP INC FRN DUE 020524
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,8.72E+11,XS1621348926,,CLN HSBC BANK PLC 5 YEAR USD REFERENCING BANK OF CHINA LTD DUE 200622,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Credit Linked Notes,USD,"3,000,000.00","3,003,000.00","3,003,000.00",100,100.1,6/3/2017,,20-Jun-22,,,,,,,1.72638,,1.72638,,,,,,0,,,0,,CLN HSBC BANK PLC 5 YEAR USD REFERENCING BANK OF CHINA LTD DUE 200622 ISIN XS1621348926,CLN HSBC BANK PLC 5 YEAR USD REFERENCING BANK OF CHINA LTD DUE 200622
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,9.31E+11,US06738EBE41,,BARCLAYS PLC FIXED (4.61% TO 02/15/22) TO FLOATING DUE 150223,FIXED INCOME,Floating Rate Notes,Floating Rate Notes,USD,"1,000,000.00","1,054,100.00","1,054,100.00",100.564,105.41,2/2/2019,,15-Feb-23,,,,,,,4.61,,4.61,,,,,,0,,,0,,BARCLAYS FIX-FRN MAT 15FEB23 4.61% Pay Freq SEMI-ANNUAL Call 15FEB22 @ 100 S&P BBB Moodys Baa2 ISIN US06738EBE41,BARCLAYS PLC FIXED (4.61% TO 02/15/22) TO FLOATING DUE 150223
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,9.51E+11,XS2013002824,,3.375% REC LIMITED DUE 250724,FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"2,000,000.00","2,037,540.00","2,037,540.00",101.6,101.877,2/17/2020,,25-Jul-24,,,,,,,3.375,,3.375,,,,,,0,,,0,,3.375% REC LTD 2 MAT 25JUL24 3.375% Pay Freq SEMI-ANNUAL S&P NA Moodys Baa3 ISIN XS2013002824,3.375% REC LIMITED DUE 250724
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,9.58E+11,XS2059681135,,4.375% LI & FUNG LTD DUE 041024,FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"2,000,000.00","2,005,420.00","2,005,420.00",104.75,100.271,2/17/2020,,4-Oct-24,,,,,,,4.375,,4.375,,,,,,0,,,0,,4.375% LI & FUNG MAT 04OCT24 4.375% Pay Freq SEMI-ANNUAL Call 04SEP24 @ 100 S&P BBB Moodys Baa3 ISIN XS2059681135,4.375% LI & FUNG LTD DUE 041024
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,9.68E+11,XS2098096568,,3.85% CENTRAL PLAZA DEV LTD DUE 140725,FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"2,000,000.00","1,983,280.00","1,983,280.00",100.8937,99.164,2/17/2020,,14-Jul-25,,,,,,,3.85,,3.85,,,,,,0,,,0,,3.85% CNTRL PLZ MAT 14JUL25 3.85% Pay Freq SEMI-ANNUAL S&P NA Moodys NA ISIN XS2098096568,3.85% CENTRAL PLAZA DEV LTD DUE 140725
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,A0202,,,AR China Incubator Feeder Fund (Cayman)  Ltd Cl B NT,ALTERNATIVE INVESTMENTS,Real Estate,RE-Funds,USD,,"49,832.00","49,832.00",,,,24-Aug-07,31-Dec-99,"2,000,000.00","1,931,924.00",0,"2,042,638.82","68,076.00",0,,,,362450,,,,,0,,,0,,AR China Incubator Feeder Fund (Cayman)  Ltd Cl B NT,AR China Incubator Feeder Fund (Cayman)
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,A0210,KY0349926283,ASEN3FB0PU,Asia Enterprise III Offshore LP  Cl B NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Lev Buyout,USD,,"244,556.00","244,556.00",,,,7-Jan-08,31-Dec-99,"2,000,000.00","1,851,914.00","3,828.03","2,607,953.25","340,000.00","191,914.00",,,,362314,,,,,0,,,0,,Asia Enterprise III Offshore LP Cl B NT ISIN KY0349926283,Asia Enterprise III Offshore LP
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,AI538,,ACCFFBNE0000,ACCORINVEST COLONY OFFSHORE FEEDER FUND LTD  EUR BN-NT,ALTERNATIVE INVESTMENTS,Real Estate,RE-Altnative,EUR,,"1,102,451.29","1,296,482.08",,,,17-Aug-18,,"1,000,000.00","1,000,000.00","23,073.45","73,202.33",0,0,,,,,,,,,0,,,0,,ACCORINVEST COLONY OFFSHORE FEEDER FUND LTD  EUR BN-NT,ACCORINVEST COLONY OFFSHORE FEEDER FUND LTD  EUR BN-NT
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,AJ166,,AR3FFBNU0000,AREOF III OFFSHORE FEEDER FUND LP SUB-CLASS BN USD-NT,ALTERNATIVE INVESTMENTS,Real Estate,RE-Altnative,USD,,0.01,0.01,,,,20-Mar-20,,"1,000,000.00",0.01,"4,663.92",0,"999,999.99",0,,,,,,,,,0,,,0,,AREOF III OFFSHORE FEEDER FUND LP SUB-CLASS BN USD-NT,AREOF III OFFSHORE FEEDER FUND LP SUB-CLASS BN USD-NT
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,BI085,,PB3FFB0U0000,BRAVO III OFFSHORE SELECT FEEDER FUND LTD CL BN-NT,ALTERNATIVE INVESTMENTS,Real Estate,RE-Altnative,USD,,"1,020,460.99","1,020,460.99",,,,28-Jul-17,,"1,000,000.00","1,000,000.00","15,714.65","68,847.71","68,847.71","68,847.71",,,,,,,,,0,,,0,,BRAVO III Offshore Select Feeder Fd Ltd. Series B Bn NT,BRAVO III Offshore Select Feeder Fd Ltd.
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,BI897,,WBIFFBNU0000,BIOMEDICAL OFFSHORE FEEDER FD I LP CL BN USD-NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Mezzanine,USD,,"331,659.91","331,659.91",,,,23-Sep-19,,"1,000,000.00","335,944.91","9,626.33",0,"664,055.09",0,,,,,,,,,0,,,0,,"Biomedical Offshore Feeder Fund I, L.P Series B BN USD NT","Biomedical Offshore Feeder Fund I, L.P"
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,C0101,US99AXFD3104,,StepStone Private Equity Partners  Offshore LP Cl A NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,USD,,"6,826.00","6,826.00",,,,1-Dec-03,31-Dec-99,"250,000.00","250,000.00",0,"368,824.77","20,000.00","20,000.00",,,,35094,,,,,0,,,0,,StepStone Private Equity Partners Offshore LP Cl A NT ISIN US99AXFD3104,StepStone Private Equity Partners
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,C0179,,,CPI Capital Partners Asia Pacific LP  (Cayman) Cl B NT,ALTERNATIVE INVESTMENTS,Real Estate,RE-Altnative,USD,,"41,168.00","41,168.00",,,,16-Mar-06,31-Dec-99,"1,000,000.00","975,000.00",0,"1,074,626.08","25,000.00",0,,,,362976,,,,,0,,,0,,CPI Capital Partners Asia Pacific LP (Cayman) Cl B NT,CPI Capital Partners Asia Pacific LP
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,C0200,,,StepStone Capital Partners II Offshore  L.P. Cl A NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Lev Buyout,USD,,"151,288.00","151,288.00",,,,27-Oct-06,31-Dec-99,"1,000,000.00","1,050,322.79",0,"1,275,652.25","17,005.02","67,327.81",,,,34033,,,,,0,,,0,,StepStone Capital Partners II Offshore L.P. Cl A NT,StepStone Capital Partners II Offshore
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,C0225,US1339922551,,StepStone Masters IV Offshore L.P.  Cl A1 NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Lev Buyout,USD,,"56,957.00","56,957.00",,,,14-Mar-07,31-Dec-99,"500,000.00","474,010.00",0,"623,857.80","83,765.00","57,775.00",,,,362613,,,,,0,,,0,,StepStone Masters IV Offshore L.P. Cl A1 NT ISIN US1339922551,StepStone Masters IV Offshore L.P.
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,C0292,US1339970154,,TRG Growth Partnership  (Cayman Offshore) II  L.P. Cl B NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Lev Buyout,USD,,"71,950.00","71,950.00",,,,23-Mar-07,31-Dec-99,"500,000.00","496,328.17","16,915.76","514,412.29","10,144.47","6,472.64",,,,362604,,,,,0,,,0,,"TRG Growth Partnership (Cayman Offshore) II, L.P. Cl B NT ISIN US1339970154",TRG Growth Partnership
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,C0380,US1339939233,FREESO00PU,CPE Co-Investment XVI (Freescale) LLC  NT,ALTERNATIVE INVESTMENTS,Private Equity,DIRECT CO-INVESTMENTS,USD,,0,0,,,,8-May-08,31-Dec-99,"3,021,900.00","3,021,900.00",0,"3,008,061.78",0,0,,,,362192,,,,,0,,,0,,CPE Co-Investment XVI (Freescale) LLC NT ISIN US1339939233,CPE Co-Investment XVI (Freescale) LLC
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,C0542,KY4789904438,,C432 PA OFFSHORE FEEDER FUND L.P. CLS A USD -NT,ALTERNATIVE INVESTMENTS,Real Estate,RE-Funds,USD,,"441,279.00","441,279.00",,,,8-Jun-12,31-Dec-99,"1,000,000.00","914,004.99","162,703.96","1,253,763.65","85,995.01",0,,,,360700,,,,,0,,,0,,"C 432 PA Offshore Feeder Fund, L.P. Class A NT ISIN KY4789904438","C 432 PA Offshore Feeder Fund, L.P."
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,C0636,,CACSOF10PU,Crescent Asia Consumer and Special  Opportunities Fund  L.P.,ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,USD,,"2,290,898.33","2,290,898.33",,,,25-Aug-14,31-Dec-20,"2,000,000.00","2,206,869.00",0,"206,869.00",0,"206,869.00",,,,2320,,,,,0,,,0,,"Crescent Asia Consumer and Special Opportunities Fund, L.P.Cat 1-Non-RDR NT",Crescent Asia Consumer and Special
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,C0680,,,CHINA OPPORTUNITIES II OFFSHORE FEEDER FD CL B USD NRDR-NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,USD,,"864,352.71","864,352.71",,,,6-Jan-15,,"1,000,000.00","1,101,502.27","49,005.37","524,727.01","64,396.73","165,899.00",,,,,,,,,0,,,0,,"China Opportunities II Offshore Feeder Fund, Ltd.Series B - non-RDR NT",China Opportunities II Offshore Feeder
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,DI457,,DCPFFBNU0000,DIGITAL INFRASTRUCTURE OFFSHORE FEEDER FUND LP CLASS BN-NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Other,USD,,"657,791.72","657,791.72",,,,27-Aug-18,,"1,000,000.00","714,482.68","13,729.76","5,539.23","290,925.50","5,408.18",,,,,,,,,0,,,0,,"Digital Infrastructure Offshore Feeder Fund, L.P.B Bn NT",Digital Infrastructure Offshore Feeder
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,E0024,BS1309961194,EENT2FB0PE,Europe Enterprise II LP  Cl B NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Lev Buyout,EUR,,"8,044.00","9,459.74",,,,27-Jul-05,31-Dec-99,"500,000.00","465,001.00",0,"888,161.42","68,693.00","33,694.00",,,,363208,,,,,0,,,0,,Europe Enterprise II LP Cl B NT ISIN BS1309961194,Europe Enterprise II LP
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,E0417,KY3249941105,,Europe Enterprise III Offshore LP  Cl B EUR NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Lev Buyout,EUR,,"54,170.10","63,704.01",,,,5-May-08,31-Dec-99,"500,000.00","447,500.00",0,"1,015,232.54","52,500.00",0,,,,362195,,,,,0,,,0,,Europe Enterprise III Offshore LP Cl B EUR NT ISIN KY3249941105,Europe Enterprise III Offshore LP
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,H1808,,HADFFBNU0000,HADLEY HARBOR PRE-IPO OFFSHORE FEEDER L.P B USD NRDR NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Other,USD,,"459,217.23","459,217.23",,,,3-Jun-15,31-Dec-99,"1,000,000.00","912,934.95","24,370.49","957,394.95","87,065.05",0,,,,359610,,,,,0,,,0,,"Wellington HH Pre-IPO Offshore Feeder Fund, L.P. Series Bn NT",Wellington HH Pre-IPO Offshore Feeder
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,HH675,,HFDIVERSIF_A_01,HF DIVERSIFIER (SICAV-SIF) A -NT,ALTERNATIVE INVESTMENTS,Hedge Funds,HF-Other,USD,"1,029.19","1,026,607.68","1,026,607.68",981.3581,997.4948,,9-May-18,,,,0,0,,0,,,,,,,,,0,,,0,,HF Diversifiers (SICAV-SIF) Class An NT,HF Diversifiers (SICAV-SIF)
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,HI004,,HH2FFBNU0000,HH PRE-IPO OFFSHORE FEEDER FUND II CLASS BN LP-NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Other,USD,,"849,623.24","849,623.24",,,,28-Apr-17,,"1,000,000.00","976,261.63","14,858.46","356,336.97","23,738.37",0,,,,,,,,,0,,,0,,"HH Pre-IPO Offshore Feeder Fund II, L.P. Series B Bn NT","HH Pre-IPO Offshore Feeder Fund II, L.P."
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,HI164,,CITIHFFUNI02,HF FUNDAMENTAL TRADING SICAV-SIF LTD CLASS I-NT,ALTERNATIVE INVESTMENTS,Hedge Funds,HF-Long/Short,USD,996.94,"1,153,455.47","1,153,455.47",1013.1021,"1,157.00",,2-Aug-18,,,,0,0,,0,,,,,,,,,0,,,0,,HF Fundamental Trading SICAV Class I NT,HF Fundamental Trading
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,HI989,,HF72RIEFB01,HEDGEFORUM RENAISSANCE EQUITIES LTD CL B RIEF USD-NT,ALTERNATIVE INVESTMENTS,Hedge Funds,HF- Rel Value,USD,"2,145.79","1,897,688.88","1,897,688.88",941.3774,884.3769,,26-Sep-19,,,,0,0,,0,,,,,,,,,0,,,0,,HedgeForum Renaissance Equities Ltd RIEF Cl B NT,HedgeForum Renaissance Equities Ltd RIEF
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,HJ187,,HH3FFBNU0000,HH PRE-IPO OFFSHORE FEEDER FUND III LP SUB-CLASS BN USD-NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-Vent Cap,USD,,"110,278.23","110,278.23",,,,21-May-20,,"1,000,000.00","110,278.23","7,909.72",0,"889,721.77",0,,,,,,,,,0,,,0,,"HH Pre-IPO Offshore Feeder Fund III, L.P Series BN  NT","HH Pre-IPO Offshore Feeder Fund III, L.P"
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,I0242,KY3249987728,,India Infrastructure Opportunities LP  Cl A NT,ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,USD,,"183,983.94","183,983.94",,,,26-Jun-08,31-Dec-99,"1,656,393.80","1,442,602.00",0,"901,459.70","213,791.80",0,,,,362143,,,,,0,,,0,,India Infrastructure Opportunities LP Cl A NT ISIN KY3249987728,India Infrastructure Opportunities LP
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,II948,,IDGFFBNU0000,IBCF IV OFFSHORE FEEDER FUND LTD SUB-CLASS BN USD-NT,ALTERNATIVE INVESTMENTS,Private Equity,PRIVATE EQUITY ALTERNATIVE,USD,,"115,136.97","115,136.97",,,,24-Mar-20,,"1,000,000.00","115,136.97","9,500.00",0,"884,863.03",0,,,,,,,,,0,,,0,,IBCF IV OFFSHORE FEEDER FUND LTD SUB-CLASS BN USD-NT,IBCF IV OFFSHORE FEEDER FUND LTD SUB-CLASS BN USD-NT
MR-AP Spore Indo Team 8,51bf2cc0e5a033b2833b734f53105f3a,ce2468884735883aaad619344e5e5e85,12-Aug-20,SR004002589,SR004002589-0003,SISI,607c3291c11c9fd4c244af482f8a2451,84af32d3ffe3e13c2ff29c6c96e8993a,L0216,IE00BF2G3903,LMDGCAU ID,LEGG MASON WAD GLB CR FXD MATURITY 2022 A USD D-C-NT-H,FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - MUTUAL FND,USD,"19,516.00","1,873,536.29","1,873,536.29",103.2486,96,,19-Mar-13,,,,,,,,,,,,,,,,0,,,0,,LMWA Div Gbl Crt FMP 2022 A USD D-C NT-H ISIN IE00BF2G3903,Legg Mason Western Asset Diversified
